Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus
TQX00;;Naha biopsia;Biopsy of skin;;0;01.01.2003;;;1;
TQX10;;Naha nõelbiopsia;Needle biopsy of skin;;0;01.01.2003;;;1;
TQX40;;Naha õmbluste eemaldamine;Removal of sutures of skin;;0;01.01.2003;;;1;
TQX50;;Koeekspandri distensioon;Distension of tissue expander;;0;01.01.2010;;;1;
UDC00;;Kõrva mikroskoopia;Ear microscopy;;0;01.01.2018;;;1;
UDC10;;Tümpanoskoopia;Tympanoscopy;;0;01.01.2018;;;1;
UDH02;;Rinofarüngoskoopia;Rhinopharyngoscopy;;0;01.01.2003;;;1;
UDH05;;Rinofarüngoskoopia koos biopsiaga;Rhinopharyngoscopy with biopsy;;0;01.01.2003;;;1;
UDM02;;Sinoskoopia;Sinoscopy;;0;01.01.2003;;;1;
UDM05;;Sinoskoopia koos biopsiaga;Sinoscopy with biopsy;;0;01.01.2003;;;1;
UDQ02;;Otsene larüngoskoopia;Direct laryngoscopy;;0;01.01.2003;;;1;
UDQ05;;Otsene larüngoskoopia koos biopsiaga;Direct laryngoscopy with biopsy;;0;01.01.2003;;;1;
UDQ12;;Elastne larüngoskoopia;Flexible laryngoscopy;;0;01.01.2003;;;1;
UDQ15;;Elastne larüngoskoopia koos biopsiaga;Flexible laryngoscopy with biopsy;;0;01.01.2003;;;1;
UDQ22;;Mikrolarüngoskoopia;Microlaryngoscopy;;0;01.01.2003;;;1;
UDQ25;;Mikrolarüngoskoopia koos biopsiaga;Microlaryngoscopy with biopsy;;0;01.01.2003;;;1;
UEL02;;Sialoskoopia;Sialoscopy;;0;01.01.2012;;;1;
UEL05;;Sialoskoopia biopsiaga;Sialoscopy with biopsy;;0;01.01.2012;;;1;
UEN02;;Orofarüngoskoopia;Oropharyngoscopy;;0;01.01.2003;;;1;
UEN05;;Orofarüngoskoopia koos biopsiaga;Oropharyngoscopy with biopsy;;0;01.01.2003;;;1;
UEN12;;Hüpofarüngoskoopia;Hypopharyngoscopy;;0;01.01.2003;;;1;
UEN15;;Hüpofarüngoskoopia koos biopsiaga;Hypopharyngoscopy with biopsy;;0;01.01.2003;;;1;
UGA02;;Endoskoopia pleurokutaanse “akna” kaudu;Endoscopy through pleuro-cutaneous window;;0;01.01.2003;;;1;
UGA05;;Endoskoopia koos biopsiaga pleurokutaanse “akna” kaudu;Endoscopy with biopsy through pleuro-cutaneous window;;0;01.01.2003;;;1;
UGB02;;Trahheoskoopia;Tracheoscopy;;0;01.01.2003;;;1;
UGB05;;Trahheoskoopia koos biopsiaga;Tracheoscopy with biopsy;;0;01.01.2003;;;1;
UGC02;;Jäik bronhoskoopia;Rigid bronchoscopy;;0;01.01.2003;;;1;
UGC05;;Jäik bronhoskoopia koos biopsiaga bronhist või trahheast;Rigid bronchoscopy with biopsy from bronchus or trachea;;0;01.01.2003;;;1;
UGC08;;Jäik bronhoskoopia koos kopsubiopsiaga;Rigid bronchoscopy with biopsy of lung;;0;01.01.2010;;;1;
UGC12;;Elastne bronhoskoopia;Flexible bronchoscopy;;0;01.01.2003;;;1;
UGC15;;Elastne bronhoskoopia koos biopsiaga bronhist või trahheast;Flexible bronchoscopy with biopsy;;0;01.01.2003;;;1;
UGC18;;Elastne bronhoskoopia koos kopsubiopsiaga;Flexible bronchoscopy with biopsy of lung;;0;01.01.2010;;;1;
UJC02;;Jäik ösofagoskoopia;Rigid oesophagoscopy;;0;01.01.2003;;;1;
UJC05;;Jäik ösofagoskoopia koos biopsiaga;Rigid oesophagoscopy with biopsy;;0;01.01.2003;;;1;
UJC12;;Elastne ösofagoskoopia;Flexible oesophagoscopy;;0;01.01.2003;;;1;
UJC15;;Elastne ösofagoskoopia koos biopsia;Flexible oesophagoscopy with biopsy;;0;01.01.2003;;;1;
UJD02;;Gastroskoopia;Gastroscopy;;0;01.01.2003;;;1;
UJD05;;Gastroskoopia koos biopsiaga;Gastroscopy with biopsy;;0;01.01.2003;;;1;
UJF02;;Peroraalne enteroskoopia;Peroral enteroscopy;;0;01.01.2003;;;1;
UJF05;;Peroraalne enteroskoopia koos biopsiaga;Peroral enteroscopy with biopsy;;0;01.01.2003;;;1;
UJF12;;Enteroskoopia läbi seedetrakti stoomi;Enteroscopy through intestinal stoma;;0;01.01.2003;;;1;
UJF15;;Enteroskoopia koos biopsiaga läbi seedetrakti stoomi;Enteroscopy with biopsy through intestinal stoma;;0;01.01.2003;;;1;
UJF22;;Operatsiooniaegne enteroskoopia;Intraoperative enteroscopy;;0;01.01.2003;;;1;
UJF25;;Operatsiooniaegne enteroskoopia koos biopsiaga;Intraoperative enteroscopy with biopsy;;0;01.01.2003;;;1;
UJF32;;Koloskoopia;Coloscopy;;0;01.01.2003;;;1;
UJF35;;Koloskoopia koos biopsiaga;Coloscopy with biopsy;;0;01.01.2003;;;1;
UJF42;;Elastne sigmoideoskoopia;Flexible sigmoidoscopy;;0;01.01.2003;;;1;
UJF45;;Elastne sigmoideoskoopia koos biopsiaga;Flexible sigmoidoscopy with biopsy;;0;01.01.2003;;;1;
UJF82;;Peranaalne enteroskoopia;Peranal enteroscopy;;0;01.01.2010;;;1;
UJF85;;Peranaalne enteroskoopia koos biopsiaga;Peranal enteroscopy with biopsy;;0;01.01.2010;;;1;
UJG02;;Proktoskoopia;Proctoscopy;;0;01.01.2003;;;1;
UJG05;;Proktoskoopia koos biopsiaga;Proctoscopy with biopsy;;0;01.01.2003;;;1;
UJH02;;Anoskoopia;Anoscopy;;0;01.01.2003;;;1;
UJK02;;ERCP (endoskoopiline retrograadne kolangio-pankreatograafia);ERCP;;0;01.01.2003;;;1;
UJK05;;ERCP koos biopsiaga;ERCP with biopsy;;0;01.01.2003;;;1;
UJK12;;Peroraalne kolangioskoopia;Peroral cholangioscopy;;0;01.01.2003;;;1;
UJK15;;Peroraalne kolangioskoopia koos biopsiaga;Peroral cholangioscopy with biopsy;;0;01.01.2003;;;1;
UJK22;;Antegraadne kolangioskoopia;Antegrade cholangioscopy;;0;01.01.2003;;;1;
UJK25;;Antegraadne kolangioskoopia koos biopsiaga;Antegrade cholangioscopy with biopsy;;0;01.01.2003;;;1;
UJK32;;Antegraadne koletsüstoskoopia;Antegrade cholecystoscopy;;0;01.01.2003;;;1;
UJK35;;Antegraadne koletsüstoskoopia koos biopsiaga;Antegrade cholecystoscopy with biopsy;;0;01.01.2003;;;1;
UJK42;;Peroraalne pankreatikoskoopia;Peroral pancreaticoscopy;;0;01.01.2003;;;1;
UJK45;;Peroraalne pankreatikoskoopia koos biopsiaga;Peroral pancreaticoscopy with biopsy;;0;01.01.2003;;;1;
UJX00;;Peensoole kapselendoskoopia;Capsule endoscopy of small intestine;;0;01.01.2010;;;1;
UKA02;;Retrograadne ureteronefroskoopia;Retrograde ureteronephroscopy;;0;01.01.2003;;;1;
UKA05;;Retrograadne ureteronefroskoopia koos biopsiaga;Retrograde ureteronephroscopy with biopsy;;0;01.01.2003;;;1;
UKB02;;Retrograadne ureteroskoopia;Retrograde ureteroscopy;;0;01.01.2003;;;1;
UKB05;;Retrograadne ureteroskoopia koos biopsiaga;Retrograde ureteroscopy with biopsy;;0;01.01.2003;;;1;
UKB12;;Kutaanse ureteroenterostoomi retrograadne endoskoopia;Retrograde endoscopy of cutaneous ureteroenterostomy;;0;01.01.2003;;;1;
UKB15;;Kutaanse ureteroenterostoomi retrograadne endoskoopia koos biopsiaga;Retrograde endoscopy of cutaneous ureteroenterostomy with biopsy;;0;01.01.2003;;;1;
UKC02;;Tsüstoskoopia;Cystoscopy;;0;01.01.2003;;;1;
UKC05;;Tsüstoskoopia koos biopsiaga;Cystoscopy with biopsy;;0;01.01.2003;;;1;
UKC12;;Kutaanse tsüstoenterostoomi retrograadne endoskoopia;Retrograde endoscopy of cutaneous cystoenterostomy;;0;01.01.2003;;;1;
UKC15;;Kutaanse tsüstoenterostoomi retrograadne endoskoopia koos biopsiaga;Retrograde endoscopy of cutaneous cystoenterostomy with biopsy;;0;01.01.2003;;;1;
UKC22;;Neotsüstoskoopia;Neocystoscopy;;0;01.01.2010;;;1;
UKC25;;Neotsüstoskoopia koos biopsiaga;Neocystoscopy with biopsy;;0;01.01.2010;;;1;
UKD02;;Uretroskoopia;Urethroscopy;;0;01.01.2003;;;1;
UKD05;;Uretroskoopia koos biopsiaga;Urethroscopy with biopsy;;0;01.01.2003;;;1;
ULB02;;Falloposkoopia;Falloposcopy;;0;01.01.2003;;;1;
ULB05;;Falloposkoopia koos biopsiaga;Falloposcopy with biopsy;;0;01.01.2003;;;1;
ULC02;;Hüsteroskoopia;Hysteroscopy;;0;01.01.2003;;;1;
ULC05;;Hüsteroskoopia koos biopsiaga;Hysteroscopy with biopsy;;0;01.01.2003;;;1;
ULC12;;Mikrohüsteroskoopia;Microhysteroscopy;;0;01.01.2003;;;1;
ULC15;;Mikrohüsteroskoopia koos biopsiaga;Microhysteroscopy with biopsy;;0;01.01.2003;;;1;
WA289;;Muude kraniaalnärvide blokaad;Blockade of other cranial nerve;;0;01.01.2022;;;1;
WDP79;;Lihase blokaad;Blockade of muscle;;0;01.01.2022;;;1;
VQT50;;Munandiveeni endovaskulaarne embolisatsioon;Endovascular embolisation of spermatic vein;;0;01.01.2022;;;1;
WX105;;Pinnaanesteesia;Superficial analgesia;;0;01.01.2022;;;1;
WX110;;Muu lokaalne anesteesia;Other local anaesthesia;;0;01.01.2022;;;1;
WX130;;Intrapleuraalne anesteesia;Interpleural anesthesia;;0;01.01.2022;;;1;
WX250;;Interkostaalnärvide blokaad;Intercostal blockade;;0;01.01.2022;;;1;
WX290;;Muu närviblokaad;Other blockade of nerve;;0;01.01.2022;;;1;
WX302;;Torakaalne epiduraalanesteesia;Thoracal epidural anesthesia;;0;01.01.2022;;;1;
VXC71;;Lümfiteede ligeerimine;Ligature of lymphatic system;;0;01.01.2022;;;1;
XAB10;;Närvijuurte diagnostiline blokaad;Diagnostic blockade of nerve roots;;0;01.01.2022;;;1;
XAW97;;Diagnostiline neuroendoskoopia ;Diagnostic endoscopy in neurosurgery;;0;01.01.2022;;;1;
XCC00;;Pisarateede uurimine irrigatsiooni teel;Investigative irrigation of lacrimal passages;;0;01.01.2003;;;1;
XCD00;;Silma kliiniline uuring üldnarkoosis;Clinical examination of eye in general anaesthesia;;0;01.01.2003;;;1;
XCD10;;Silma elektrofüsioloogiline uuring;Elektrofysiologisk ögonundersökning;;0;01.01.2003;;;1;
XCD20;;Silma fotoangiograafia;Photoangiography of eye;;0;01.01.2003;;;1;
XCH05;;Silma siserõhu pikaajaline mõõtmine;Eye pressure longterm registration;;0;01.01.2022;;;1;
XCK00;;Perimeetria;Perimetry;;0;01.01.2003;;;1;
XCK10;;Silmapõhja fotograafia;Photography of fundus of eye;;0;01.01.2003;;;1;
XCW99;;Muu uurimisprotseduur silmal;Other investigative procedure of eye;;0;01.01.2003;;;1;
XDW00;;Paranasaalsiinuste ja näo piirkonna ultraheliuuring;Ultrasound of paranasal sinuses and face area;;0;01.01.2022;;;1;
XFE00;;Epikardiaalne ultraheliuuring;Epicardial ultrasonography;;0;01.01.2003;;;1;
XFE01;;Torakoskoopiline epikardiaalne ultraheliuuring;Thoracoscopic epicardial ultrasonography;;0;01.01.2003;;;1;
XFE12;;Angioskoopiline südame ultraheliuuring;Angioscopic cardiac ultrasonography;;0;01.01.2003;;;1;
XFN02;;Operatsiooniaegne koronaar-angioskoopia;Intraoperative coronary angioscopy;;0;01.01.2003;;;1;
XFN96;;Muu operatsiooniaegne angiokardioskoopiline uuring;Other intraoperative angiocardioscopic investigation;;0;01.01.2003;;;1;
XFP00;;Erutuskolde või impulsi leviku aberrantse tee operatsiooniaegne kaardistamine;Intraoperative mapping of ectopic focus or aberrant path of impulse propagation;;0;01.01.2003;;;1;
XFP96;;Muu operatsiooniaegne elektrofüsioloogiline uuring arütmia või impulsi leviku häirete korral;Other intraoperative electrophysiological investigation in arrhythmia or disturbance of impulse propagation;;0;01.01.2003;;;1;
XFX00;;Südame või suurte torakaalveresoonte operatsiooniaegne punktsioon koos aspiratsiooniga;Intraoperative puncture of heart or major thoracic vessels with aspiration;;0;01.01.2003;;;1;
XFX10;;Südame või suurte torakaalveresoonte operatsiooniaegne punktsioon-manomeetria;Intraoperative puncture manometry of heart or major thoracic vessels;;0;01.01.2003;;;1;
XFX20;;Südame või suurte torakaalveresoonte operatsiooniaegne verevoolukiiruse mõõtmine;Intraoperative flowmetry of heart or major thoracic vessels;;0;01.01.2003;;;1;
XFX30;;Südame epikardiaalne ultraheliuuring;Epicardial ultrasonography of heart;;0;01.01.2003;;;1;
XFX96;;Südame või suurte torakaalveresoonte muu operatsiooniaegne uurimisprotseduur;Other investigative intraoperative puncture of heart or major thoracic vessels;;0;01.01.2003;;;1;
XFX97;;Südame või suurte torakaalveresoonte muu torakoskoopiline operatsiooniaegne uurimisprotseduur;Other thoracoscopic investigative intraoperative puncture of heart or major thoracic vessel;;0;01.01.2003;;;1;
XGX02;;Transösofageaalne ultraheliuuring;Transoesophageal ultrasonography;;0;01.01.2003;;;1;
XGX10;;Pleuraõõne sisene ultraheliuuring;Intrapleural ultrasonography;;0;01.01.2003;;;1;
XGX21;;Torakoskoopiline ultraheliuuring;Thoracoscopic ultrasonography;;0;01.01.2003;;;1;
XGX32;;Bronhoskoopiline ultraheliuuring;Bronchoscopic ultrasonography;;0;01.01.2003;;;1;
XGX96;;Muu operatsiooniaegne torakaalne ultraheliuuring;Other intraoperative thoracic ultrasonography;;0;01.01.2003;;;1;
XJA00;;Kõhuõõne operatsiooniaegne ultraheliuuring;Intraoperative abdominal ultrasonography;;0;01.01.2003;;;1;
XJA01;;Laparoskoopiline ultraheliuuring;Laparoscopic ultrasonography;;0;01.01.2003;;;1;
XJC00;;Ösofageaalne manomeetria;Oesophageal manometry;;0;01.01.2003;;;1;
XJC10;;Ösofageaalne pH monitooring;Oesophageal pH monitoring;;0;01.01.2003;;;1;
XJC20;;Ösofageaalne elektromüograafia;Oesophageal electromyography;;0;01.01.2003;;;1;
XJD02;;Peroraalne endoskoopiline ultraheliuuring;Peroral endoscopic ultrasonography;;0;01.01.2003;;;1;
XJF00;;Ultraheliuuring seedetrakti stoomi kaudu;Ultrasonography through intestinal stoma;;0;01.01.2003;;;1;
XJF02;;Endoskoopiline ultraheliuuring seedetrakti stoomi kaudu;Endoscopic ultrasonography through intestinal stoma;;0;01.01.2003;;;1;
XJG12;;Transrektaalne endoskoopiline ultraheliuuring;Transrectal endoscopic ultrasonography;;0;01.01.2003;;;1;
XJH00;;Transanaalne ultraheliuuring;Transanal ultrasonography;;0;01.01.2003;;;1;
XJH10;;Anorektaalne manomeetria;Anorectal manometry;;0;01.01.2003;;;1;
XJH20;;Anaalsfinkteri elektromüograafia;Electromyography of anal sphincter;;0;01.01.2003;;;1;
XJK02;;Ühissapijuha endoskoopiline manomeetria;Endoscopic manometry of common bile duct;;0;01.01.2003;;;1;
XJL02;;Pankreasejuha endoskoopiline manomeetria;Endoscopic manometry of pancreatic duct;;0;01.01.2003;;;1;
XJW96;;Muu uurimisprotseduur seedetraktil;Other investigative procedure on digestive system;;0;01.01.2003;;;1;
XJW97;;Muu laparoskoopiline uurimisprotseduur seedetraktil;Other laparoscopic investigative procedure on digestive system;;0;01.01.2003;;;1;
XJW98;;Muu transluminaalne endoskoopiline uurimisprotseduur seedetraktil;Other transluminal endoscopic investigative procedure on digestive system;;0;01.01.2003;;;1;
XKA00;;Neeruvaagna urodünaamiline uuring;Urodynamic investigation of pelvis of kidney;;0;01.01.2003;;;1;
XKB00;;Ureeteri urodünaamiline uuring;Urodynamic investigation of ureter;;0;01.01.2003;;;1;
XKC00;;Gaas-tsüstomeetria;Gas cystometry;;0;01.01.2003;;;1;
XKC03;;Vesi-tsüstomeetria;Water cystometry;;0;01.01.2003;;;1;
XKD00;;Urofloumeetria;Uroflowmetry;;0;01.01.2003;;;1;
XKD03;;Ureetra rõhu profilomeetria;Urethral pressure profilometry;;0;01.01.2003;;;1;
XKD06;;Urineerimise füsioloogiline uuring;Physiologic investigation of micturition;;0;01.01.2003;;;1;
XKD10;;Transuretraalne ultraheliuuring;Transurethral ultrasonography;;0;01.01.2003;;;1;
XKG00;;Erektsiooni kunstlik esilekutsumine;Artificial induction of erection;;0;01.01.2003;;;1;
XKG10;;Peenise vaskulaarse verevoolu mõõtmised;Penile vascular flow measurements;;0;01.01.2003;;;1;
XKW99;;Urotrakti ja meessuguorganite muu füsioloogiline uuring;Other physiological examination of urinary or male genital system;;0;01.01.2003;;;1;
XKX00;;Vaagnapõhja elektromüograafia;Pelvic floor electromyography;;0;01.01.2003;;;1;
XLE00;;Kolposkoopia;Colposcopy;;0;01.01.2003;;;1;
XPX00;;Intraoperatiivne angiograafia;Intraoperative angiography;;0;01.01.2018;;;1;
XPX08;;Intraoperatiivne verevoolu ja-rõhu mõõtmine;Intraoperative blood flow and pressure measurement;;0;01.01.2018;;;1;
XPX99;;Perifeerse veresoone muu diagnostiline protseduur;Other diagnostic examination of periferal vessel;;0;01.01.2018;;;1;
XQ866;;Naha mikrodialüüs;Micro dialysis of skin;;0;01.01.2022;;;1;
XX1XN;;Intraoperatiivne sihtkoe avastamine gammaanduriga;Other isotope examination;;0;01.01.2020;;;1;
XX7GT;;Selektiivne koesisene isotoopravi;Selective internal radiation therapy;;0;01.01.2020;;;1;
XXA00;;Kliiniline uuring üldnarkoosis;Clinical examination requiring general anaesthesia;;0;01.01.2003;;;1;
YCA00;;Sarvkesta eemaldamine transplantatsiooniks;Excision of cornea for transplantation;;0;01.01.2003;;;1;
YFA00;;Südame eemaldamine transplantatsiooniks;Excision of heart for transplantation;;0;01.01.2003;;;1;
YFA10;;Südame eemaldamine doomino-transplantatsiooniks;Excision of heart for domino transplantation;;0;01.01.2003;;;1;
YFA20;;Südame ja kopsu plokk-ekstsisioon transplantatsiooniks;Block excision of heart and lung for transplantation;;0;01.01.2003;;;1;
YFA50;;Südame eemaldamine homotransplantaadi ettevalmistamiseks;Excision of heart for preparation of homograft;;0;01.01.2003;;;1;
YFA99;;Muud protseduurid, mis on seotud organite eemaldamisega südame või südame ja kopsu transplantatsiooniks;Other procedures relating to excision of organs for heart or heart and lung transplantation;;0;01.01.2003;;;1;
YGA00;;Ühe või mõlema kopsu eemaldamine kadaverdoonorilt;Excision of one or both lungs from cadaver donor;;0;01.01.2003;;;1;
YGA10;;Kopsu eemaldamine elusdoonorilt;Excision of lung from living donor;;0;01.01.2003;;;1;
YGA20;;Kopsusagara eemaldamine elusdoonorilt;Excision of lobe of lung from living donor;;0;01.01.2003;;;1;
YGA99;;Muud protseduurid, mis on seotud kopsu eemaldamisega transplantatsiooniks;Other procedures relating to excision of lung for transplantation;;0;01.01.2003;;;1;
YJA00;;Maksa osaline eemaldamine elusdoonorilt;Partial excision of liver from living donor;;0;01.01.2003;;;1;
YJA10;;Maksa eemaldamine kadaverdoonorilt;Excision of liver from cadaver donor;;0;01.01.2003;;;1;
YJB00;;Peensoole eemaldamine transplantatsiooniks;Excision of small intestine for transplantation;;0;01.01.2003;;;1;
YJC00;;Mao ja peensoole plokk-ekstsisioon transplantatsiooniks;Block excision of stomach and small intestine for transplantation;;0;01.01.2003;;;1;
YJD00;;Pankrease eemaldamine Langerhansi saarekeste rakkudest transplantaadi ettevalmistamiseks;Excision of pancreas for preparation of islet cell transplant;;0;01.01.2003;;;1;
YJD10;;Pankrease osaline eemaldamine elusdoonorilt;Partial excision of pancreas from living donor;;0;01.01.2003;;;1;
YJD20;;Pankrease osaline eemaldamine kadaverdoonorilt;Partial excision of pancreas from cadaver donor;;0;01.01.2003;;;1;
YJD30;;Pankrease eemaldamine kadaverdoonorilt;Excision of pancreas from cadaver donor;;0;01.01.2003;;;1;
YKA00;;Neeru eemaldamine elusdoonorilt;Excision of kidney from living donor;;0;01.01.2003;;;1;
YKA01;;Perkutaanne endoskoopiline neeru ekstsisioon elusdoonorilt;Percutaneous endoscopic excision of kidney from living donor;;0;01.01.2010;;;1;
YKA02;;Neeru eemaldamine kadaverdoonorilt;Excision of kidneys from cadaver donor;;0;01.01.2003;;;1;
YNA00;;Spongioosse luu eemaldamine vaagnast transplantatsiooniks;Excision of cancellous bone from pelvis for transplantation;;0;01.01.2003;;;1;
YNA01;;Kortikaal- ja spongioosse luu plokk-eemaldamine vaagnast transplantatsiooniks;Excision of block of cortical and cancellous bone from pelvis for transplantation;;0;01.01.2003;;;1;
YNA02;;Spongioosse luu eemaldamine muust doonorkohast transplantatsiooniks;Excision of cancellous bone from other donor site for transplantation;;0;01.01.2003;;;1;
YNA03;;Kortikaal- ja spongioosse luu plokk-eemaldamine muust doonororgani kohast transplantatsiooniks;Excision of block of cortical and cancellous bone from other donor site for transplantation;;0;01.01.2003;;;1;
YNA04;;Intaktse luu eemaldamine transplantatsiooniks;Excision of intact bone for transplantation;;0;01.01.2003;;;1;
YNA05;;Toitvate veresoontega luu eemaldamine transplantatsiooniks;Excision of bone with nutrient vessels for transplantation;;0;01.01.2003;;;1;
YNA06;;Kõhrega luu eemaldamine transplantatsiooniks;Excision of bone with attached cartilage for transplantation;;0;01.01.2003;;;1;
YNA09;;Luu muu eemaldamine transplantatsiooniks;Other excision of bone for transplantation;;0;01.01.2003;;;1;
YNA10;;Kõõluse eemaldamine transplantatsiooniks;Excision of tendon for transplantation;;0;01.01.2003;;;1;
YNA20;;Kõhre eemaldamine transplantatsiooniks;Excision of cartilage for transplantation;;0;01.01.2003;;;1;
YNA30;;Periosti eemaldamine transplantatsiooniks;Excision of periosteum for transplantation;;0;01.01.2003;;;1;
YNA40;;Lihase eemaldamine transplantatsiooniks;Excision of muscle for transplantation;;0;01.01.2003;;;1;
YNA45;;Toitvate veresoontega lihase eemaldamine transplantatsiooniks;Excision of muscle with nutrient vessels for transplantation;;0;01.01.2003;;;1;
YNA99;;Muu koe eemaldamine lihase-skeletisüsteemist transplantatsiooniks;Other excision of tissue from musculoskeletal system for transplantation;;0;01.01.2003;;;1;
